,Predictions,Actual
481,0.22199254,0.025422977
482,-0.006785064,-0.3305527
483,0.000742459,0.16781324
484,0.018917026,-0.47294295
485,-0.26291916,-0.3305527
486,0.26062638,0.23900838
487,0.42915422,0.45259377
488,0.3054401,0.45259377
489,0.34951243,0.80856943
490,0.43874246,0.5237889
491,0.18334861,0.23900838
492,-0.25739235,-0.82891864
493,-0.5165526,-0.5441381
494,-0.03202154,-0.25935757
495,-0.002185349,-0.045772154
496,0.009196889,0.025422977
497,0.025386853,0.025422977
498,0.18586746,0.31020352
499,0.23110801,0.31020352
500,0.167535,0.59498405
501,0.43365264,0.5237889
502,0.19272135,0.38139865
503,0.4701475,0.59498405
504,0.7793854,0.80856943
505,0.22036643,0.23900838
506,0.07935138,-0.25935757
507,-0.037324477,-0.25935757
508,0.30727804,0.5237889
509,0.064324014,0.09661811
510,0.30141342,0.45259377
511,0.2884766,0.31020352
512,0.26576683,0.7373743
513,0.51908,0.80856943
514,0.5004267,0.7373743
515,0.18256971,-0.11696729
516,-0.34748274,-0.045772154
517,0.18472984,0.45259377
518,0.13470364,0.16781324
519,0.28674603,0.23900838
520,0.22828701,0.5237889
521,0.37466174,0.38139865
522,0.27717745,0.5237889
523,0.56467223,0.45259377
524,0.29005855,0.59498405
525,0.68455607,0.45259377
526,0.21611877,0.38139865
527,0.68279505,0.59498405
528,0.60641056,0.5237889
529,0.4275028,0.5237889
530,0.729988,0.6661792
531,0.6067834,0.6661792
532,0.5518007,0.7373743
533,0.7764402,0.80856943
534,0.7488455,0.95095974
535,0.80373627,0.87976456
536,0.79618007,0.95095974
537,0.83227354,0.95095974
538,0.84854656,1.0221548
539,0.85618114,0.59498405
540,0.63255996,0.80856943
541,0.7908131,0.5237889
542,0.5000175,0.7373743
543,0.8860761,0.80856943
544,0.9772293,0.5237889
545,0.36148012,0.5237889
546,0.823176,0.59498405
547,0.4904701,0.7373743
548,0.82414705,0.95095974
549,0.98465556,0.87976456
550,0.9338728,0.87976456
551,0.9893699,1.0221548
552,0.9981308,0.87976456
553,0.94383705,0.80856943
554,0.9730151,0.95095974
555,0.99797404,0.95095974
556,0.98928404,0.7373743
557,0.7791174,0.7373743
558,0.8914339,0.95095974
559,0.99614847,0.95095974
560,0.9766554,0.95095974
561,0.9895096,0.95095974
562,0.99754816,1.0221548
563,0.9892278,1.0221548
564,0.9972699,1.0221548
565,0.99608177,0.95095974
566,0.9940105,0.87976456
567,0.992512,0.95095974
568,0.99782264,1.0933499
569,0.99877185,1.0933499
570,0.99855334,1.0221548
571,0.9976725,1.0221548
572,0.9986247,1.0933499
573,0.9991418,1.2357403
574,0.9995065,1.164545
575,0.99931335,1.0933499
576,0.99907696,1.0933499
577,0.9992786,1.164545
578,0.9994981,1.2357403
579,0.99961555,1.2357403
580,0.99961406,1.164545
581,0.9994746,1.164545
582,0.9995154,1.3069354
583,0.999686,1.3069354
584,0.9996892,1.3069354
585,0.99970824,1.2357403
586,0.99964654,1.3781306
587,0.9997371,1.0933499
588,0.998672,1.2357403
589,0.99967456,1.164545
590,0.9994779,1.3069354
591,0.999703,1.3781306
592,0.9997366,1.3781306
593,0.9997454,1.3069354
594,0.9997224,1.3781306
595,0.9997563,1.3069354
596,0.9997223,1.3781306
597,0.9997577,1.3781306
598,0.99975556,1.5205208
599,0.99978656,1.4493257
600,0.9997764,1.3781306
601,0.9997696,1.3069354
602,0.9997538,1.164545
603,0.999637,1.0933499
604,0.9993724,1.2357403
605,0.9996532,1.3069354
606,0.9996978,0.59498405
607,0.3362214,0.80856943
608,0.9158042,1.164545
609,0.99944395,1.3069354
610,0.999146,1.3069354
611,0.99961627,1.3069354
612,0.9996767,1.0933499
613,0.9988914,1.0933499
614,0.9993886,1.0221548
615,0.9987601,0.87976456
616,0.9926247,1.0933499
617,0.9992343,1.0933499
618,0.99910575,0.95095974
619,0.9957586,0.87976456
620,0.9980496,0.95095974
621,0.9989728,1.2357403
622,0.9995963,1.3781306
623,0.99970716,1.2357403
624,0.99957687,1.2357403
625,0.99964035,1.2357403
626,0.99962604,0.95095974
627,0.99260145,0.95095974
628,0.9992054,0.95095974
629,0.99878746,0.6661792
630,0.42627952,0.45259377
631,0.30808544,0.45259377
632,0.72285914,0.95095974
633,0.70088476,0.95095974
634,0.9779498,1.0933499
635,0.98993754,1.0933499
636,0.9976399,1.0221548
637,0.99103874,0.80856943
638,0.9261469,0.95095974
639,0.98676455,0.95095974
640,0.99589795,0.7373743
641,0.67272025,0.80856943
642,0.79696196,0.95095974
643,0.99543,0.80856943
644,0.82268417,0.7373743
645,0.8013939,0.59498405
646,0.7703283,0.7373743
647,0.94141203,0.87976456
648,0.99483347,0.80856943
649,0.7674587,0.5237889
650,0.21567278,0.09661811
651,0.017932912,0.16781324
652,0.15034828,0.38139865
653,0.22350723,0.45259377
654,0.30577484,0.45259377
655,0.44915426,0.6661792
656,0.6011245,0.6661792
657,0.32415953,0.59498405
658,0.6896985,0.6661792
659,0.842267,1.0933499
660,0.6643831,0.59498405
661,0.64208543,0.5237889
662,0.46112084,0.59498405
663,0.6354358,0.38139865
664,0.2422826,0.31020352
665,0.40411568,0.025422977
666,0.047926497,-0.045772154
667,0.15278907,0.16781324
668,0.44479442,0.59498405
669,0.71109974,0.38139865
670,0.51883614,0.38139865
671,0.43345857,-0.18816242
672,-0.6128897,-0.6865284
673,-0.03526844,-0.11696729
674,-0.037322436,0.025422977
675,0.001446188,-0.045772154
676,-0.021147728,-0.3305527
677,-0.007825891,0.025422977
678,0.007422003,0.025422977
679,0.000493112,-0.25935757
680,-0.036831696,-0.18816242
681,0.014928762,-0.11696729
682,0.006897297,-0.045772154
683,0.003589502,0.59498405
684,-0.02404315,-0.18816242
685,-0.7361156,-0.7577235
686,-0.57335544,-0.6153332
687,-0.1682082,-0.5441381
688,-0.14271303,-0.25935757
689,-0.099240705,0.45259377
690,-0.13093098,-0.47294295
691,-0.79888254,-0.6865284
692,-0.5904663,-0.7577235
693,-0.7173789,-0.6153332
694,-0.018269368,-0.045772154
695,-0.19463763,-0.6865284
696,-0.6771699,-0.90011376
697,-0.99952805,-0.5441381
698,-0.06640996,-0.40174782
699,-0.70893794,-1.1848943
700,-0.9999033,-1.6832602
701,-0.99988014,-1.6120651
702,-0.99997854,-1.0425041
703,-0.65182316,-0.18816242
704,-0.10716519,0.025422977
705,-0.43194044,-0.90011376
706,-0.99983954,-2.0392358
707,-0.9999181,-1.8256505
708,-0.9999764,-1.4696748
709,-0.99638796,-1.2560894
710,-0.9921629,-1.1136992
711,-0.9517942,-1.3272846
712,-0.9999583,-1.4696748
713,-0.99972755,-1.3984797
714,-0.99998987,-0.9713089
715,-0.6334393,-0.9713089
716,-0.5423451,-0.82891864
717,-0.19530058,-0.6153332
718,-0.12194378,-0.40174782
719,-0.3303267,-0.3305527
720,-0.106764555,0.16781324
721,-0.2803015,-0.7577235
722,-0.9914255,-0.82891864
723,-0.23838522,-0.47294295
724,-0.7774418,-1.1136992
725,-0.9983216,-1.1848943
726,-0.9999536,-1.7544553
727,-0.9999887,-1.3984797
728,-0.9851495,-0.82891864
729,-0.7378426,-0.40174782
730,-0.24121603,-0.47294295
731,-0.24863905,-0.25935757
732,-0.20114231,-0.5441381
733,-0.99941826,-0.6865284
734,-0.010721478,0.23900838
735,-0.70548964,-1.1136992
736,-0.99874544,-2.110431
737,-0.9999553,-1.9680408
738,-0.99999547,-1.54087
739,-0.99506515,-1.7544553
740,-0.99998224,-1.7544553
741,-0.99992526,-1.8256505
742,-0.9999964,-1.3272846
743,-0.9759685,-1.6120651
744,-0.9998599,-1.7544553
745,-0.9998491,-1.4696748
746,-0.9999832,-0.6865284
747,-0.8782199,-1.1136992
748,-0.9980089,-1.6120651
749,-0.9996051,-2.0392358
750,-0.9999951,-1.8256505
751,-0.99995077,-1.4696748
752,-0.9999864,-1.3272846
753,-0.88589436,-0.82891864
754,-0.25432536,-0.82891864
755,-0.4063407,-1.1848943
756,-0.9733127,-1.8256505
757,-0.9999815,-1.6120651
758,-0.9998653,-1.0425041
759,-0.999403,-1.3984797
760,-0.9979196,-1.1848943
761,-0.9254879,-1.7544553
762,-0.9999895,-1.8968456
763,-0.9998584,-1.2560894
764,-0.99997735,-0.3305527
765,-0.9443993,-1.3984797
766,-0.99883527,-1.6120651
767,-0.99991226,-1.3272846
768,-0.99995255,-0.9713089
769,-0.8698208,-0.6153332
770,-0.19203687,0.09661811
771,-0.089188226,-0.3305527
772,-0.09874802,-0.6153332
773,-0.9962936,-1.54087
774,-0.99966764,-1.6832602
775,-0.9999918,-1.6120651
776,-0.9981002,-1.3984797
777,-0.9996284,-1.4696748
778,-0.998104,-1.0425041
779,-0.62851346,-0.9713089
780,-0.7261476,-1.0425041
781,-0.7180965,-0.18816242
782,-0.74745613,-0.5441381
783,-0.6460128,-0.47294295
784,-0.06366711,-0.3305527
785,-0.5122433,-0.6153332
786,-0.46149737,-0.5441381
787,-0.035416048,-0.5441381
788,-0.33144525,-0.25935757
789,-0.076505765,0.16781324
790,-0.16562745,0.025422977
791,-0.21228716,-0.18816242
792,-0.33089235,-0.40174782
793,-0.99311304,-1.1848943
794,-0.9992216,-1.1848943
795,-0.2735796,-1.1848943
796,-0.9779365,-1.2560894
797,-0.99906737,-0.90011376
798,-0.5276561,-0.25935757
799,-0.16780688,-0.045772154
800,-0.068262935,-0.045772154
801,-0.23980008,-0.47294295
802,-0.9987197,0.16781324
803,-0.49720088,-0.6865284
804,-0.20572133,-0.18816242
805,-0.021130092,-0.18816242
806,-0.52735174,-0.045772154
807,-0.05760041,0.38139865
808,0.13208967,-0.40174782
809,-0.70142,-0.6865284
810,-0.8640753,-0.40174782
811,-0.033943467,-0.3305527
812,-0.13310437,0.025422977
813,-0.027519967,0.16781324
814,-0.049195398,0.6661792
815,-0.021419419,0.025422977
816,-0.001044626,0.16781324
817,-0.03920018,-0.18816242
818,-0.78355956,-1.1136992
819,-0.9666164,-1.2560894
820,-0.91029054,-1.3272846
821,-0.9330879,-0.6153332
822,-0.020045064,0.23900838
823,-0.063077,-0.82891864
824,-0.90899545,-0.9713089
825,-0.99986845,-0.6865284
826,-0.23043756,-0.40174782
827,-0.5045226,-0.6153332
828,-0.5823154,-0.47294295
829,-0.040239792,0.16781324
830,-0.016837848,0.38139865
831,-0.09243305,-0.82891864
832,-0.73321056,-0.7577235
833,-0.8602837,-0.6153332
834,-0.09250753,-0.18816242
835,-0.015686072,-0.18816242
836,-0.25826672,-0.11696729
837,-0.007117566,-0.25935757
838,-0.073947564,-0.18816242
839,-0.004377529,-0.18816242
840,-0.001957741,0.09661811
841,-0.027305147,0.6661792
842,0.26703015,-0.18816242
843,-0.45306018,-0.40174782
844,-0.17097893,-0.3305527
845,-0.025147656,-0.25935757
846,-0.05965425,-0.045772154
847,-0.001152054,0.025422977
848,0.000689877,-0.11696729
849,-0.004034048,0.09661811
850,-0.03724069,0.025422977
851,-0.09562597,0.09661811
852,-0.06779908,0.09661811
853,0.042581398,-0.11696729
854,-0.006199939,0.025422977
855,0.66104406,0.59498405
856,0.7347865,0.59498405
857,0.29847196,0.38139865
858,0.5611498,0.31020352
859,0.67214394,0.6661792
860,0.4655917,0.38139865
861,0.4590925,0.09661811
862,-0.24161252,-0.47294295
863,-0.01544278,-0.25935757
864,0.11156389,0.025422977
865,0.04250982,0.23900838
866,0.12664632,0.025422977
867,0.31981272,0.16781324
868,0.14702922,-0.045772154
869,0.62925774,0.45259377
870,0.20489399,0.59498405
871,0.07275931,0.38139865
872,0.2901281,0.38139865
873,0.552356,0.59498405
874,0.21649586,0.09661811
875,-0.23829205,-0.25935757
876,-0.026809067,0.23900838
877,0.46623412,0.23900838
878,0.26793626,0.025422977
879,0.15870367,-0.11696729
880,0.4074727,0.16781324
881,0.5314671,0.45259377
882,0.54656565,0.6661792
883,0.49668214,0.5237889
884,0.50869614,0.7373743
885,0.8821623,0.80856943
886,0.37032261,0.59498405
887,0.6246748,0.025422977
888,-0.027454693,0.5237889
889,0.5214362,0.59498405
890,0.6837308,0.5237889
891,0.5077834,0.31020352
892,0.6739109,0.5237889
893,0.67344886,0.38139865
894,0.3977821,0.31020352
895,0.64839363,0.45259377
896,0.42927545,0.5237889
897,0.37144288,0.6661792
898,0.7146385,0.7373743
899,0.4467018,0.7373743
900,0.6902307,0.80856943
901,0.80787176,0.6661792
902,0.72823524,1.0221548
903,0.9178444,1.0933499
904,0.8678509,1.0221548
905,0.7881296,1.0933499
906,0.8642805,1.164545
907,0.8576572,1.0933499
908,0.8369297,1.164545
909,0.8743373,1.0933499
910,0.8427197,1.0933499
911,0.8712674,1.0221548
912,0.8827077,1.0933499
913,0.9776995,1.0933499
914,0.9953823,1.0221548
915,0.99616814,0.95095974
916,0.9962293,0.87976456
917,0.9932298,1.0933499
918,0.9986628,1.0933499
919,0.9987332,1.164545
920,0.99931026,0.95095974
921,0.99194556,1.0221548
922,0.99900025,1.0221548
923,0.9989932,1.164545
924,0.9993888,1.2357403
925,0.9996051,1.3781306
926,0.99969614,1.3069354
927,0.9996804,1.3781306
928,0.999736,1.3069354
929,0.9997075,1.3781306
930,0.99974936,1.3069354
931,0.9997172,1.164545
932,0.99954695,1.3781306
933,0.99972445,1.3069354
934,0.9996891,1.4493257
935,0.99976414,1.3069354
936,0.99970526,1.3781306
937,0.99975675,1.2357403
